Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident
48:18.0,Ijaya Sule,2020BTech370,Female,2025,Sehore,PG,23.343672,77.256671,466001,"['Scooty', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,With friends,4:25 PM,11:35 AM,"['Thursday', 'Monday', 'Tuesday', 'Saturday', 'Friday', 'Wednesday']",Yes,2,"H.No. 954, Mutti Zila
Suryapet-669741",23.433036,77.27206,Reiciendis velit nam maxime facere dolor dolorem.,18-08-2024,10:55:56,No,Yes,No,3,4,2,Yes,Yes,4,1
11:03.9,Akshay Merchant,2022BTech328,Other,2023,Bhopal,PG,23.390687,77.360719,466001,['College Bus'],30–45 mins,Alone,4:25 PM,10:00 AM,"['Saturday', 'Monday', 'Wednesday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,4,5,1,Yes,No,3,1
23:15.8,Anamika Pingle,2024BTech784,Female,2024,Sehore,Hostel,23.496711,77.429302,462030,"['Scooty', 'Walking']",15–30 mins,With friends,10:05 AM,7:30 PM,"['Saturday', 'Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday']",Yes,3,"82/99
Oza Street
Chapra-894933",23.470394,77.137688,Tempore adipisci exercitationem illum.,23-05-2024,14:44:34,Not Sure,No,Yes,2,2,1,Yes,No,2,1
44:45.0,Abhiram Khatri,2024BTech471,Other,2023,Sehore,Hostel,23.041381,77.147936,462030,"['Monthly Cab', 'College Bus', 'Private Bus']",30–45 mins,With friends,2:50 PM,1:10 PM,"['Tuesday', 'Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,2,1,4,Not Sure,No,3,1
57:45.3,Reyansh Nazareth,2023BTech471,Female,2023,Sehore,Rented Flat,23.391037,77.074092,466001,"['Bike', 'College Bus', 'Private Bus']",45 mins–1 hour,Alone,8:30 AM,4:20 PM,"['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,2,1,3,Not Sure,No,4,1
35:28.7,Yatan Borah,2022BTech810,Other,2023,Sehore,PG,23.27897,77.258401,462030,['Bike'],15–30 mins,Alone,4:25 PM,7:30 PM,"['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,4,3,4,No,No,5,1
59:53.3,Kalpit Muni,2025BTech400,Other,2023,Kotri,PG,23.315419,77.421217,466001,['Private Bus'],30–45 mins,With friends,8:30 AM,1:10 PM,"['Friday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,1,"H.No. 010, Jaggi Circle, Panipat 369663",23.299227,77.288226,Fugit libero quaerat tempore error ea.,10-04-2024,01:09:22,Not Sure,Yes,Yes,4,3,3,No,No,3,1
32:45.3,Robert Sahota,2023BTech240,Female,2023,Kotri,PG,23.059039,77.109945,466001,"['Personal Car', 'Walking', 'College Bus']",15–30 mins,Alone,2:50 PM,1:10 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,3,3,2,Not Sure,No,2,1
59:19.1,Harshil Mitra,2024BTech321,Male,2024,Sehore,Rented Flat,23.396297,77.356041,466001,"['Scooty', 'Walking']",30–45 mins,Alone,2:50 PM,5:55 PM,"['Saturday', 'Tuesday', 'Friday', 'Wednesday']",Yes,2,"H.No. 45
Jhaveri Ganj, Jalna 253096",23.252263,77.431288,Culpa similique fugit asperiores.,10-07-2024,07:38:24,No,Not Sure,No,3,4,4,Not Sure,Yes,3,1
04:40.3,Jhalak Bora,2023BTech374,Female,2025,Bhopal,PG,23.120154,77.151555,466001,"['Walking', 'Personal Car', 'College Bus']",30–45 mins,Alone,1:15 PM,7:30 PM,"['Tuesday', 'Thursday', 'Friday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,5,4,1,No,Yes,4,1
02:43.1,Vasatika Ramaswamy,2020BTech599,Male,2025,Bhopal,Hostel,23.277143,77.095516,462030,['Monthly Cab'],15–30 mins,With friends,10:05 AM,1:10 PM,"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,3,"H.No. 88, Barad Zila
Gangtok 110442",23.131729,77.298283,Omnis delectus totam enim ducimus ut cum.,04-07-2024,21:25:30,Not Sure,Yes,No,1,3,1,Not Sure,No,1,1
51:04.6,Xavier Banerjee,2022BTech564,Other,2023,Kotri,Rented Flat,23.135932,77.146678,466001,"['Personal Car', 'Bike']",15–30 mins,With friends,6:00 PM,2:45 PM,"['Wednesday', 'Friday', 'Saturday']",Yes,3,"070, Bera Chowk, Tiruppur-584662",23.194488,77.024746,Facere officiis sint ipsum illo.,22-04-2024,06:58:50,No,Not Sure,No,2,5,5,No,Yes,3,1
24:33.3,Gaurav Chakraborty,2022BTech717,Female,2023,Sehore,Rented Flat,23.478773,77.121743,462030,['Scooty'],30–45 mins,With friends,10:05 AM,2:45 PM,"['Tuesday', 'Monday', 'Saturday', 'Friday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,No,No,5,1,4,No,Yes,1,1
29:06.3,Anika Purohit,2023BTech598,Female,2025,Sehore,Rented Flat,23.413816,77.482374,466001,"['Personal Car', 'Scooty', 'Walking']",15–30 mins,Alone,4:25 PM,1:10 PM,"['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,4,4,5,No,Yes,3,1
47:22.6,Nitesh Devi,2020BTech151,Other,2023,Sehore,Rented Flat,23.47369,77.323544,462030,"['College Bus', 'Walking', 'Bike']",45 mins–1 hour,Alone,6:00 PM,2:45 PM,"['Tuesday', 'Saturday', 'Wednesday', 'Thursday', 'Monday']",Yes,2,"H.No. 19
Gopal Street
Raipur-576223",23.188802,77.137325,Fugit fugiat nisi quod vero.,15-01-2024,01:58:42,Not Sure,No,No,1,4,3,Yes,No,4,1
55:30.7,Hemani Kashyap,2021BTech813,Male,2023,Kotri,Rented Flat,23.344936,77.418948,462030,"['Monthly Cab', 'Private Bus']",15–30 mins,With friends,2:50 PM,11:35 AM,"['Monday', 'Saturday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,3,5,4,Not Sure,No,4,1
29:31.5,Harish Modi,2023BTech451,Other,2024,Kotri,Hostel,23.113644,77.087063,462030,['College Bus'],30–45 mins,With friends,2:50 PM,5:55 PM,"['Monday', 'Tuesday', 'Friday', 'Thursday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,4,5,1,No,No,3,1
47:37.5,Umang Baria,2025BTech347,Female,2025,Sehore,PG,23.210558,77.212041,462030,"['Private Bus', 'Walking', 'Bike']",15–30 mins,With friends,11:40 AM,11:35 AM,"['Friday', 'Monday', 'Saturday']",Yes,2,"65, Mammen Marg
Darbhanga-768573",23.358007,77.264641,Quae corrupti debitis ipsa itaque illo doloremque.,03-05-2024,07:43:48,Yes,No,No,3,1,3,Yes,No,5,1
40:44.2,Tejas Krishna,2023BTech428,Male,2024,Kotri,Rented Flat,23.00165,77.332413,462030,"['College Bus', 'Scooty']",30–45 mins,Alone,6:00 PM,10:00 AM,"['Thursday', 'Saturday', 'Wednesday', 'Tuesday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,5,1,1,Not Sure,No,4,1
23:34.3,Arjun Chaudhry,2023BTech269,Other,2025,Kotri,Rented Flat,23.02889,77.018409,466001,"['College Bus', 'Personal Car']",15–30 mins,Alone,10:05 AM,5:55 PM,"['Wednesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,1,1,5,No,No,5,1
41:07.3,Ganga Sarraf,2023BTech437,Male,2025,Bhopal,PG,23.301723,77.346697,462030,"['Walking', 'Personal Car']",45 mins–1 hour,Alone,4:25 PM,2:45 PM,"['Wednesday', 'Monday', 'Friday', 'Thursday']",Yes,3,"H.No. 530
Bora Road
Uluberia 881847",23.440751,77.139308,Ullam aut nemo similique inventore cum error.,16-10-2024,07:13:48,Yes,Yes,No,2,1,4,Not Sure,Yes,2,1
59:14.5,Lajita Goyal,2024BTech634,Female,2024,Kotri,Hostel,23.172038,77.36266,462030,['Private Bus'],30–45 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Friday', 'Saturday', 'Monday', 'Wednesday', 'Thursday']",Yes,3,"H.No. 121, Srivastava
Sri Ganganagar 128462",23.053241,77.019565,Tenetur tempora veniam similique iste rerum.,22-11-2024,10:00:43,Not Sure,No,Yes,5,1,2,Not Sure,Yes,5,1
55:48.7,Pallavi Ghosh,2024BTech467,Male,2024,Sehore,PG,23.236199,77.058897,462030,['Private Bus'],45 mins–1 hour,With friends,2:50 PM,2:45 PM,"['Tuesday', 'Saturday', 'Monday', 'Thursday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,5,5,1,Not Sure,Yes,1,1
39:04.3,Harish Chokshi,2023BTech611,Male,2023,Bhopal,Rented Flat,23.380297,77.158273,466001,"['Monthly Cab', 'Walking', 'Personal Car']",45 mins–1 hour,Alone,1:15 PM,2:45 PM,"['Friday', 'Wednesday', 'Monday', 'Thursday']",Yes,3,"H.No. 65, Zachariah Circle, Panihati 789321",23.230884,77.484209,Modi molestiae tenetur commodi velit velit nemo dolore.,17-02-2024,20:10:29,Yes,Not Sure,Yes,1,1,4,No,Yes,1,1
05:37.0,Baljiwan Bahri,2021BTech927,Female,2025,Bhopal,Hostel,23.21312,77.053791,462030,"['Personal Car', 'Walking']",30–45 mins,With friends,10:05 AM,2:45 PM,"['Tuesday', 'Friday', 'Wednesday', 'Monday', 'Saturday', 'Thursday']",Yes,2,"88/75
Varma Marg
Rewa-830805",23.360813,77.412201,Incidunt dolorum odit inventore.,05-10-2024,11:37:59,Not Sure,Not Sure,Yes,1,1,5,No,Yes,3,1
55:36.3,Keya Chawla,2024BTech720,Other,2024,Sehore,PG,23.369291,77.046964,466001,"['Monthly Cab', 'Scooty', 'Private Bus']",45 mins–1 hour,With friends,11:40 AM,10:00 AM,"['Monday', 'Thursday', 'Saturday', 'Tuesday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,1,3,2,Yes,No,1,1
45:10.2,Arunima Badal,2024BTech877,Other,2025,Bhopal,Hostel,23.414781,77.427158,466001,"['Personal Car', 'College Bus', 'Monthly Cab']",30–45 mins,With friends,2:50 PM,1:10 PM,"['Saturday', 'Thursday', 'Friday', 'Wednesday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,5,2,5,Yes,Yes,5,1
14:20.1,Wridesh Bhatt,2023BTech816,Female,2025,Sehore,PG,23.105166,77.232271,466001,"['Bike', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,Alone,8:30 AM,10:00 AM,"['Monday', 'Tuesday', 'Saturday']",Yes,2,"767
Din Road, Bokaro-080909",23.059554,77.477428,Necessitatibus nam iusto.,10-11-2024,23:57:12,Not Sure,Not Sure,No,4,4,2,No,No,1,1
39:30.8,Leela Srivastava,2021BTech106,Female,2024,Bhopal,Rented Flat,23.297137,77.047272,466001,['Walking'],30–45 mins,With friends,6:00 PM,10:00 AM,"['Friday', 'Tuesday', 'Wednesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,4,4,2,No,Yes,1,1
40:13.6,Peter Radhakrishnan,2025BTech745,Other,2024,Kotri,PG,23.047799,77.455049,462030,['Private Bus'],45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Friday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday']",Yes,3,"H.No. 49, Dugal Circle
Pondicherry-573035",23.06758,77.448333,Quibusdam veniam aut veniam est.,31-01-2024,23:00:11,Not Sure,Not Sure,Yes,1,5,5,Yes,Yes,1,1
46:08.2,Champak Kothari,2023BTech394,Other,2023,Sehore,Hostel,23.348075,77.359585,466001,"['Scooty', 'Personal Car']",30–45 mins,Alone,8:30 AM,2:45 PM,"['Wednesday', 'Tuesday', 'Friday']",Yes,2,"H.No. 104, Chokshi Street
Karawal Nagar 207966",23.000631,77.234576,Aperiam nam architecto aperiam ratione ullam.,22-01-2024,07:19:52,Yes,Not Sure,No,2,2,4,Not Sure,Yes,1,1
12:06.3,Advaith Choudhry,2024BTech336,Male,2024,Bhopal,Hostel,23.333649,77.009016,462030,"['Walking', 'College Bus', 'Monthly Cab']",15–30 mins,With friends,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Tuesday']",Yes,2,"05/906
Sathe Zila
Nagpur 099698",23.350677,77.390919,Ullam assumenda expedita perferendis aspernatur occaecati.,06-04-2024,16:20:53,Not Sure,No,No,1,2,4,No,No,4,1
51:46.7,Vincent Mane,2025BTech150,Female,2025,Sehore,Rented Flat,23.323841,77.391624,466001,['Bike'],45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Monday', 'Friday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday']",Yes,3,"89/89
Chatterjee Circle
Karawal Nagar-812711",23.18364,77.24469,Vel explicabo iusto dignissimos ducimus nesciunt odit.,04-08-2024,19:32:10,Not Sure,No,No,1,3,2,Yes,No,1,1
26:47.3,Sanaya Pillay,2025BTech546,Female,2023,Kotri,PG,23.367016,77.394682,466001,"['Walking', 'Scooty']",15–30 mins,Alone,11:40 AM,7:30 PM,"['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,3,5,1,Yes,Yes,5,1
43:25.8,Ethan Raghavan,2020BTech737,Male,2024,Kotri,Rented Flat,23.325086,77.143455,462030,"['Personal Car', 'Monthly Cab', 'Bike']",30–45 mins,With friends,6:00 PM,10:00 AM,"['Monday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,1,5,4,Yes,Yes,4,1
49:22.6,Gautami Wason,2023BTech171,Male,2024,Sehore,Rented Flat,23.144136,77.30555,462030,"['Personal Car', 'Walking']",30–45 mins,With friends,6:00 PM,4:20 PM,"['Saturday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,3,3,1,Not Sure,No,3,1
12:00.8,Utkarsh Patil,2020BTech178,Female,2023,Kotri,PG,23.409726,77.017178,466001,['Private Bus'],15–30 mins,With friends,1:15 PM,7:30 PM,"['Saturday', 'Wednesday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,3,5,Yes,No,4,1
06:54.9,Jagrati Srivastava,2020BTech276,Other,2025,Bhopal,PG,23.128006,77.391335,462030,['Walking'],15–30 mins,Alone,10:05 AM,4:20 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,1,2,1,Yes,No,2,1
05:54.8,Shivani Patel,2021BTech495,Female,2024,Sehore,Hostel,23.095801,77.308797,466001,"['Walking', 'Personal Car', 'Scooty']",45 mins–1 hour,With friends,1:15 PM,1:10 PM,"['Wednesday', 'Monday', 'Thursday', 'Tuesday', 'Friday', 'Saturday']",Yes,1,"61, Lall Ganj
Arrah-185721",23.035362,77.298732,Expedita possimus rem ducimus facere neque.,03-12-2024,19:37:48,Yes,Yes,Yes,1,4,2,Yes,Yes,3,1
41:16.2,Ayaan Garg,2020BTech321,Other,2025,Sehore,Hostel,23.384674,77.120519,466001,['Bike'],15–30 mins,Alone,6:00 PM,4:20 PM,"['Saturday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,2,1,2,Yes,Yes,2,1
09:54.6,Arunima Krishnamurthy,2023BTech779,Other,2024,Kotri,PG,23.460792,77.328483,462030,"['College Bus', 'Walking', 'Private Bus']",30–45 mins,With friends,11:40 AM,11:35 AM,"['Wednesday', 'Thursday', 'Monday', 'Friday']",Yes,1,"67, Devi Path
Mumbai-473101",23.386692,77.420912,Autem quaerat ipsam.,15-03-2024,18:33:05,Yes,Not Sure,Yes,1,2,3,Not Sure,No,1,1
51:25.4,Wahab Chandra,2025BTech736,Female,2024,Sehore,Hostel,23.251542,77.115941,466001,['Bike'],45 mins–1 hour,With friends,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Friday']",Yes,2,"53/555
Majumdar Chowk
Bhiwandi 850250",23.136701,77.095769,Tempore occaecati eum aut quis omnis.,15-04-2024,07:59:08,No,Not Sure,Yes,1,5,1,Not Sure,No,2,1
08:41.3,Christopher Dara,2021BTech369,Other,2025,Sehore,PG,23.302895,77.260151,466001,"['Personal Car', 'College Bus']",15–30 mins,With friends,11:40 AM,1:10 PM,"['Tuesday', 'Thursday', 'Saturday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,5,4,5,Not Sure,Yes,1,1
01:34.9,Aarini Balan,2024BTech854,Other,2024,Kotri,Rented Flat,23.02265,77.039836,462030,"['Walking', 'Monthly Cab', 'Private Bus']",15–30 mins,With friends,2:50 PM,5:55 PM,"['Saturday', 'Tuesday', 'Wednesday', 'Friday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,1,5,2,Not Sure,Yes,5,1
45:13.3,Nimrat Mandal,2022BTech982,Male,2025,Kotri,Hostel,23.402315,77.341317,462030,"['Walking', 'College Bus']",15–30 mins,With friends,11:40 AM,7:30 PM,"['Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday']",Yes,3,"03/45
Pant Chowk, Bally-586390",23.423714,77.094235,Error pariatur tempore explicabo vel.,13-04-2024,19:36:24,Yes,Not Sure,Yes,5,5,5,Not Sure,No,4,1
40:27.5,Nandini Hegde,2020BTech369,Male,2025,Bhopal,Hostel,23.130691,77.274135,462030,"['College Bus', 'Private Bus']",30–45 mins,With friends,6:00 PM,11:35 AM,"['Saturday', 'Wednesday', 'Thursday']",Yes,3,"H.No. 42, Dada Ganj, Nashik 714057",23.17728,77.056903,Odit alias ducimus in architecto excepturi blanditiis.,25-08-2024,16:01:28,Yes,Yes,Yes,4,5,2,Not Sure,Yes,1,1
19:40.0,Avi Thakkar,2022BTech496,Female,2023,Bhopal,Rented Flat,23.323524,77.032021,466001,"['Walking', 'Bike', 'Monthly Cab']",15–30 mins,Alone,10:05 AM,10:00 AM,"['Friday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Thursday']",Yes,1,"55, Bandi Marg
Ambattur-732224",23.170964,77.448773,Odio vero ipsa et.,20-05-2024,17:12:13,Not Sure,Not Sure,No,4,5,5,No,No,2,1
49:53.0,Meghana Bail,2024BTech491,Male,2023,Kotri,Hostel,23.253664,77.408045,466001,['Monthly Cab'],30–45 mins,With friends,1:15 PM,11:35 AM,"['Friday', 'Monday', 'Wednesday']",Yes,2,"996
Bala Path, Ambattur-793239",23.484564,77.484972,Sapiente temporibus magnam vel sapiente dolorum.,05-01-2024,23:02:31,Yes,Yes,No,1,1,2,Yes,No,5,1
01:36.9,Ishaan Minhas,2024BTech321,Female,2024,Bhopal,Hostel,23.477664,77.139474,462030,['Scooty'],15–30 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Saturday', 'Thursday', 'Friday', 'Monday']",Yes,1,"H.No. 21
Chander Nagar
Ambarnath 465446",23.271184,77.05905,Ipsum saepe quod numquam.,08-09-2024,03:15:59,Not Sure,Yes,No,5,3,4,No,Yes,3,1
54:42.1,Kashvi Samra,2025BTech803,Female,2025,Bhopal,Hostel,23.221905,77.286355,462030,"['Scooty', 'Personal Car', 'College Bus']",15–30 mins,Alone,4:25 PM,1:10 PM,"['Saturday', 'Thursday', 'Wednesday', 'Tuesday']",Yes,3,"78/585, Thakur Ganj, Khora  977602",23.495299,77.152414,Corporis eaque impedit libero cum necessitatibus inventore eius.,15-05-2024,18:23:16,Not Sure,No,No,2,2,1,Not Sure,No,1,1
02:54.8,Sanaya Mistry,2025BTech557,Female,2025,Kotri,Hostel,23.257961,77.062868,466001,"['Scooty', 'Walking']",45 mins–1 hour,With friends,6:00 PM,4:20 PM,"['Wednesday', 'Thursday', 'Monday', 'Tuesday', 'Saturday']",Yes,1,"45
Bawa Circle
Bikaner 139281",23.409448,77.004559,Praesentium accusantium totam.,17-10-2024,07:00:07,Not Sure,Yes,No,3,4,3,Not Sure,Yes,5,1
41:30.5,Balvan Gulati,2022BTech318,Female,2024,Kotri,Rented Flat,23.28354,77.40935,466001,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,With friends,10:05 AM,1:10 PM,"['Saturday', 'Thursday', 'Friday', 'Monday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,2,5,3,Not Sure,No,2,1
41:56.9,Nachiket Mukhopadhyay,2023BTech919,Female,2023,Bhopal,Rented Flat,23.327155,77.321938,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,Alone,11:40 AM,2:45 PM,"['Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,4,4,5,Not Sure,No,5,1
40:54.3,Benjamin Kari,2023BTech150,Male,2023,Sehore,Rented Flat,23.40183,77.490113,466001,"['Bike', 'Scooty']",30–45 mins,With friends,8:30 AM,10:00 AM,"['Monday', 'Thursday', 'Saturday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,5,5,2,Not Sure,No,2,1
48:40.6,Daksh Dey,2024BTech238,Female,2024,Sehore,Rented Flat,23.420669,77.291928,462030,"['Monthly Cab', 'Bike']",30–45 mins,Alone,4:25 PM,1:10 PM,"['Thursday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,3,5,4,No,No,3,1
57:17.0,Urishilla Divan,2023BTech742,Male,2023,Bhopal,PG,23.167363,77.318289,462030,"['Private Bus', 'Bike']",30–45 mins,Alone,6:00 PM,7:30 PM,"['Wednesday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,2,2,2,Yes,Yes,2,1
56:04.3,Shaurya Deep,2020BTech792,Other,2024,Bhopal,PG,23.302839,77.30551,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,4:25 PM,4:20 PM,"['Friday', 'Monday', 'Saturday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,5,5,2,No,No,1,1
48:59.4,Owen Brar,2020BTech248,Other,2025,Bhopal,PG,23.443459,77.356553,462030,['Private Bus'],30–45 mins,With friends,4:25 PM,11:35 AM,"['Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,2,1,2,Yes,Yes,5,1
49:15.7,Urishilla Sagar,2023BTech943,Male,2025,Kotri,PG,23.309535,77.366985,462030,"['Bike', 'Scooty']",45 mins–1 hour,With friends,2:50 PM,1:10 PM,"['Saturday', 'Monday', 'Thursday', 'Wednesday']",Yes,3,"481, Barman Nagar
Haldia-881792",23.041228,77.351128,Repellendus dignissimos rerum id molestias.,01-08-2024,13:18:18,Not Sure,Yes,Yes,3,4,4,Not Sure,Yes,3,1
11:01.0,Bishakha Rajan,2021BTech568,Male,2024,Bhopal,Hostel,23.177308,77.181081,462030,['Bike'],45 mins–1 hour,Alone,6:00 PM,7:30 PM,"['Monday', 'Friday', 'Tuesday', 'Saturday']",Yes,3,"69/23, Bhat
Dehradun-781075",23.050221,77.231496,Aliquid officia nobis.,12-07-2024,08:15:32,Not Sure,No,Yes,5,2,1,Not Sure,Yes,1,1
27:59.5,Ekavir Sandal,2021BTech318,Female,2025,Bhopal,Hostel,23.208651,77.199489,462030,"['Personal Car', 'Walking', 'Scooty']",45 mins–1 hour,Alone,8:30 AM,1:10 PM,"['Monday', 'Saturday', 'Friday']",Yes,3,"72/00
Madan Ganj, Chinsurah-249225",23.228575,77.363781,Nisi unde eveniet dolorum porro.,30-04-2024,06:25:35,Yes,Not Sure,No,4,4,3,Yes,No,4,1
25:30.5,Netra Rajagopalan,2023BTech868,Other,2024,Bhopal,Hostel,23.207174,77.037136,466001,['Private Bus'],45 mins–1 hour,Alone,8:30 AM,11:35 AM,"['Monday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,3,2,3,Not Sure,No,5,1
48:39.3,Azaan Baria,2024BTech763,Female,2025,Sehore,PG,23.387335,77.462052,466001,"['Scooty', 'Personal Car', 'Private Bus']",30–45 mins,Alone,2:50 PM,4:20 PM,"['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,No,1,1,4,Yes,No,5,1
51:11.9,Aayush Chana,2022BTech371,Male,2025,Kotri,PG,23.317213,77.330497,462030,"['Walking', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,Alone,2:50 PM,10:00 AM,"['Friday', 'Tuesday', 'Monday', 'Thursday', 'Wednesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,2,1,5,Not Sure,No,3,1
06:15.9,Forum Murty,2024BTech533,Other,2023,Kotri,Rented Flat,23.477294,77.3552,466001,['Scooty'],15–30 mins,With friends,4:25 PM,4:20 PM,"['Wednesday', 'Thursday', 'Monday', 'Saturday', 'Tuesday', 'Friday']",Yes,1,"71/34, Shan Zila
Bahraich-770812",23.343264,77.269141,Dolore eos quibusdam.,01-11-2024,07:30:39,No,Yes,No,5,5,1,Yes,Yes,4,1
23:31.8,Tanay Chaudhary,2025BTech651,Female,2024,Kotri,Rented Flat,23.454892,77.005099,466001,"['Private Bus', 'Walking']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Friday', 'Tuesday', 'Saturday']",Yes,1,"H.No. 739
Halder Marg
Malda 479230",23.418627,77.470366,Molestiae aperiam dolores placeat veniam ipsum.,15-02-2024,17:09:48,Not Sure,Yes,Yes,2,2,1,No,No,1,1
30:07.9,Advik Bhattacharyya,2024BTech713,Female,2025,Bhopal,Hostel,23.370212,77.140598,462030,['Monthly Cab'],30–45 mins,With friends,2:50 PM,10:00 AM,"['Monday', 'Saturday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,1,2,3,No,Yes,4,1
27:00.7,Rishi Merchant,2021BTech146,Male,2024,Bhopal,Rented Flat,23.151125,77.353373,462030,"['Personal Car', 'Private Bus', 'Scooty']",15–30 mins,With friends,11:40 AM,1:10 PM,"['Monday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday']",Yes,2,"04/090, Nigam Ganj
Chandigarh 112900",23.467212,77.472462,Doloremque possimus itaque a aspernatur.,21-05-2024,00:38:02,Yes,No,Yes,2,4,4,Not Sure,No,5,1
