Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident,Encoded_Commute_Mode,Encoded_Accommodation,Leave_Hour,Leave_Day,Risk_Score
46:16.4,Kavya Kanda,2021BTech613,Male,2023,Sehore,Rented Flat,0.1945303239034999,0.8067333698775485,462030,['College Bus'],15–30 mins,With friends,6:00 PM,7:30 PM,"['Monday', 'Thursday', 'Saturday', 'Wednesday', 'Friday']",Yes,2,"06/399, Tank Zila
Sirsa 964380",0.980192371050207,0.9995306062396286,Impedit repellendus distinctio eaque.,06-08-2024,21:49:52,No,Yes,Yes,3,5,5,Yes,No,4,1,50,2,,,3
41:00.2,Anamika Lalla,2021BTech519,Female,2024,Kotri,Rented Flat,0.11089930477685073,0.08005590058368739,462030,['Private Bus'],30–45 mins,With friends,8:30 AM,2:45 PM,"['Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,No,No,2,1,1,Yes,Yes,5,1,114,2,,,1
38:18.4,Udyati Agarwal,2022BTech118,Other,2023,Kotri,PG,0.029769246788191595,0.06068948069079738,462030,"['Monthly Cab', 'College Bus', 'Personal Car']",15–30 mins,Alone,2:50 PM,5:55 PM,"['Thursday', 'Friday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday']",No,0,,0.0,0.0,,,,No,Yes,Yes,1,3,2,No,Yes,3,1,52,1,,,1
41:16.8,Qadim Chand,2020BTech935,Male,2023,Sehore,Rented Flat,0.16745626822157078,0.2796776078405401,462030,"['Bike', 'Scooty']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Friday', 'Monday', 'Thursday']",Yes,2,"70/04, Narayanan Path, Ajmer 020997",0.9862652907754685,0.9953597527431141,Quis perspiciatis soluta alias deleniti enim dicta.,22-06-2024,13:14:41,Not Sure,Not Sure,Yes,5,4,5,Yes,No,2,1,20,2,,,3
41:42.7,Orinder Bhatt,2022BTech274,Female,2025,Kotri,Rented Flat,0.13076282318264276,0.0653840052848409,462030,"['Monthly Cab', 'Walking']",30–45 mins,With friends,1:15 PM,5:55 PM,"['Tuesday', 'Friday', 'Saturday', 'Wednesday']",Yes,1,"H.No. 887
Puri Street, Morena-497733",0.9910000648196898,0.9953958430819936,Explicabo veniam impedit.,21-08-2024,22:44:23,Not Sure,Not Sure,No,4,3,4,No,No,5,1,65,2,,,2
09:16.3,Henry Sane,2023BTech474,Male,2024,Kotri,Hostel,0.8790588056258599,0.5190080055900523,462030,"['Private Bus', 'Bike', 'Walking']",15–30 mins,Alone,11:40 AM,2:45 PM,"['Saturday', 'Tuesday', 'Thursday', 'Monday']",No,0,,0.0,0.0,,,,Yes,No,Yes,1,5,1,No,No,3,1,93,0,,,1
06:03.8,Tanmayi Sarraf,2020BTech729,Other,2025,Kotri,Hostel,0.12683016691762816,0.9622731297700682,466001,"['College Bus', 'Personal Car', 'Monthly Cab']",15–30 mins,With friends,4:25 PM,4:20 PM,"['Wednesday', 'Thursday', 'Monday', 'Friday', 'Tuesday']",Yes,2,"H.No. 26, Bora Road
Khora  002485",0.9940218200185759,0.9993557287412969,Sequi magnam at culpa voluptatum at similique.,09-04-2024,04:50:54,Not Sure,Yes,No,1,2,4,Not Sure,No,3,1,33,0,,,3
17:18.2,Yug Sengupta,2023BTech704,Male,2024,Bhopal,PG,0.9512222471406062,0.32076172576987005,466001,"['Scooty', 'Personal Car']",45 mins–1 hour,With friends,2:50 PM,1:10 PM,"['Monday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday']",Yes,2,"454
Chopra Nagar, Nadiad-177904",0.9962952333864218,0.9993132125930637,Labore esse ab vitae iste iure.,13-05-2024,07:18:05,Not Sure,Not Sure,No,3,1,2,No,No,5,1,128,1,,,3
22:14.0,Saanvi Krishnamurthy,2020BTech381,Male,2024,Kotri,Rented Flat,0.2569982859705817,0.018882510385992646,466001,"['Bike', 'Personal Car', 'Walking']",30–45 mins,Alone,4:25 PM,11:35 AM,"['Wednesday', 'Monday', 'Friday', 'Thursday', 'Tuesday']",Yes,1,"H.No. 658
Brar Ganj, Sikar-048211",0.9925256045223458,0.9998550321925952,Veritatis laborum ipsum rerum minus similique dignissimos excepturi.,03-07-2024,02:17:39,Not Sure,Not Sure,Yes,2,4,3,Not Sure,Yes,1,1,10,2,,,2
30:29.6,Kai Vohra,2020BTech577,Other,2025,Bhopal,PG,0.8259419152276237,0.6354816104347663,466001,"['Private Bus', 'Bike']",15–30 mins,Alone,4:25 PM,4:20 PM,"['Wednesday', 'Thursday', 'Tuesday', 'Friday']",Yes,1,"H.No. 062
Kashyap Zila, Patiala 805379",0.9904569498730992,0.9972405148828133,Hic saepe doloribus aut.,13-02-2024,05:39:32,No,Yes,No,1,2,2,No,Yes,5,1,94,1,,,2
20:31.6,Rohan Arya,2024BTech424,Male,2023,Bhopal,Rented Flat,0.3280424022042041,0.5892873277954891,466001,"['Walking', 'Monthly Cab']",15–30 mins,Alone,2:50 PM,11:35 AM,"['Thursday', 'Wednesday', 'Monday', 'Friday']",No,0,,0.0,0.0,,,,No,Yes,No,3,4,2,Not Sure,Yes,5,1,147,2,,,1
17:42.9,Rehaan Shanker,2020BTech325,Other,2024,Bhopal,Rented Flat,0.7145520296030412,0.41930056000978766,462030,"['College Bus', 'Private Bus', 'Monthly Cab']",45 mins–1 hour,With friends,4:25 PM,10:00 AM,"['Wednesday', 'Thursday', 'Saturday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,No,No,4,4,1,Not Sure,No,4,1,38,2,,,1
48:18.0,Ijaya Sule,2020BTech370,Female,2025,Sehore,PG,0.6873398103354376,0.5125625719087452,466001,"['Scooty', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,With friends,4:25 PM,11:35 AM,"['Thursday', 'Monday', 'Tuesday', 'Saturday', 'Friday', 'Wednesday']",Yes,2,"H.No. 954, Mutti Zila
Suryapet-669741",0.9973224743824967,0.9970592889945176,Reiciendis velit nam maxime facere dolor dolorem.,18-08-2024,10:55:56,No,Yes,No,3,4,2,Yes,Yes,4,1,122,1,,,3
11:03.9,Akshay Merchant,2022BTech328,Other,2023,Bhopal,PG,0.7814812738282058,0.7214829718067506,466001,['College Bus'],30–45 mins,Alone,4:25 PM,10:00 AM,"['Saturday', 'Monday', 'Wednesday', 'Friday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,4,5,1,Yes,No,3,1,50,1,,,1
23:15.8,Anamika Pingle,2024BTech784,Female,2024,Sehore,Hostel,0.9937806362733497,0.8591923731042925,462030,"['Scooty', 'Walking']",15–30 mins,With friends,10:05 AM,7:30 PM,"['Saturday', 'Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday']",Yes,3,"82/99
Oza Street
Chapra-894933",0.9989124507303322,0.9953254559534317,Tempore adipisci exercitationem illum.,23-05-2024,14:44:34,Not Sure,No,Yes,2,2,1,Yes,No,2,1,134,0,,,4
44:45.0,Abhiram Khatri,2024BTech471,Other,2023,Sehore,Hostel,0.082041136705854,0.2942310356667406,462030,"['Monthly Cab', 'College Bus', 'Private Bus']",30–45 mins,With friends,2:50 PM,1:10 PM,"['Tuesday', 'Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,No,Yes,2,1,4,Not Sure,No,3,1,53,0,,,1
57:45.3,Reyansh Nazareth,2023BTech471,Female,2023,Sehore,Rented Flat,0.7821821036106726,0.14595795007096513,466001,"['Bike', 'College Bus', 'Private Bus']",45 mins–1 hour,Alone,8:30 AM,4:20 PM,"['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,2,1,3,Not Sure,No,4,1,2,2,,,1
35:28.7,Yatan Borah,2022BTech810,Other,2023,Sehore,PG,0.5577824143786216,0.5160362791575608,462030,['Bike'],15–30 mins,Alone,4:25 PM,7:30 PM,"['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Saturday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,4,3,4,No,No,5,1,24,1,,,1
59:53.3,Kalpit Muni,2025BTech400,Other,2023,Kotri,PG,0.6307668279242549,0.8429583135050791,466001,['Private Bus'],30–45 mins,With friends,8:30 AM,1:10 PM,"['Friday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,1,"H.No. 010, Jaggi Circle, Panipat 369663",0.9916274921798213,0.9972678826371082,Fugit libero quaerat tempore error ea.,10-04-2024,01:09:22,Not Sure,Yes,Yes,4,3,3,No,No,3,1,114,1,,,2
32:45.3,Robert Sahota,2023BTech240,Female,2023,Kotri,PG,0.11739900041648355,0.21794802289835502,466001,"['Personal Car', 'Walking', 'College Bus']",15–30 mins,Alone,2:50 PM,1:10 PM,"['Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,No,Yes,3,3,2,Not Sure,No,2,1,85,1,,,1
59:19.1,Harshil Mitra,2024BTech321,Male,2024,Sehore,Rented Flat,0.7927145740556796,0.7120899067721211,466001,"['Scooty', 'Walking']",30–45 mins,Alone,2:50 PM,5:55 PM,"['Saturday', 'Tuesday', 'Friday', 'Wednesday']",Yes,2,"H.No. 45
Jhaveri Ganj, Jalna 253096",0.989628679363296,0.9991138447610911,Culpa similique fugit asperiores.,10-07-2024,07:38:24,No,Not Sure,No,3,4,4,Not Sure,Yes,3,1,134,2,,,3
04:40.3,Jhalak Bora,2023BTech374,Female,2025,Bhopal,PG,0.23977389228846135,0.3014977099635132,466001,"['Walking', 'Personal Car', 'College Bus']",30–45 mins,Alone,1:15 PM,7:30 PM,"['Tuesday', 'Thursday', 'Friday', 'Saturday']",No,0,,0.0,0.0,,,,No,Yes,No,5,4,1,No,Yes,4,1,149,1,,,1
02:43.1,Vasatika Ramaswamy,2020BTech599,Male,2025,Bhopal,Hostel,0.5541240829141643,0.18897569810471282,462030,['Monthly Cab'],15–30 mins,With friends,10:05 AM,1:10 PM,"['Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,3,"H.No. 88, Barad Zila
Gangtok 110442",0.9844986882205683,0.9973976504376485,Omnis delectus totam enim ducimus ut cum.,04-07-2024,21:25:30,Not Sure,Yes,No,1,3,1,Not Sure,No,1,1,66,0,,,4
51:04.6,Xavier Banerjee,2022BTech564,Other,2023,Kotri,Rented Flat,0.27136729888187006,0.2917050681990929,466001,"['Personal Car', 'Bike']",15–30 mins,With friends,6:00 PM,2:45 PM,"['Wednesday', 'Friday', 'Saturday']",Yes,3,"070, Bera Chowk, Tiruppur-584662",0.9871697446372345,0.9938681391662563,Facere officiis sint ipsum illo.,22-04-2024,06:58:50,No,Not Sure,No,2,5,5,No,Yes,3,1,69,2,,,4
24:33.3,Gaurav Chakraborty,2022BTech717,Female,2023,Sehore,Rented Flat,0.9578621087367409,0.24163750158123776,462030,['Scooty'],30–45 mins,With friends,10:05 AM,2:45 PM,"['Tuesday', 'Monday', 'Saturday', 'Friday', 'Wednesday', 'Thursday']",No,0,,0.0,0.0,,,,No,No,No,5,1,4,No,Yes,1,1,135,2,,,1
29:06.3,Anika Purohit,2023BTech598,Female,2025,Sehore,Rented Flat,0.8277941082241327,0.9657568766351972,466001,"['Personal Car', 'Scooty', 'Walking']",15–30 mins,Alone,4:25 PM,1:10 PM,"['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,Yes,4,4,5,No,Yes,3,1,82,2,,,1
47:22.6,Nitesh Devi,2020BTech151,Other,2023,Sehore,Rented Flat,0.9476840579245831,0.646838424422782,462030,"['College Bus', 'Walking', 'Bike']",45 mins–1 hour,Alone,6:00 PM,2:45 PM,"['Tuesday', 'Saturday', 'Wednesday', 'Thursday', 'Monday']",Yes,2,"H.No. 19
Gopal Street
Raipur-576223",0.9869277454532901,0.9953207720803487,Fugit fugiat nisi quod vero.,15-01-2024,01:58:42,Not Sure,No,No,1,4,3,Yes,No,4,1,45,2,,,3
55:30.7,Hemani Kashyap,2021BTech813,Male,2023,Kotri,Rented Flat,0.6898708070355255,0.8384023356163368,462030,"['Monthly Cab', 'Private Bus']",15–30 mins,With friends,2:50 PM,11:35 AM,"['Monday', 'Saturday', 'Friday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,3,5,4,Not Sure,No,4,1,59,2,,,1
29:31.5,Harish Modi,2023BTech451,Other,2024,Kotri,Hostel,0.22673845833466544,0.17200272274394024,462030,['College Bus'],30–45 mins,With friends,2:50 PM,5:55 PM,"['Monday', 'Tuesday', 'Friday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,Yes,No,4,5,1,No,No,3,1,50,0,,,1
47:37.5,Umang Baria,2025BTech347,Female,2025,Sehore,PG,0.42079622272770223,0.4229489565826725,462030,"['Private Bus', 'Walking', 'Bike']",15–30 mins,With friends,11:40 AM,11:35 AM,"['Friday', 'Monday', 'Saturday']",Yes,2,"65, Mammen Marg
Darbhanga-768573",0.9941292002403648,0.996963559919027,Quae corrupti debitis ipsa itaque illo doloremque.,03-05-2024,07:43:48,Yes,No,No,3,1,3,Yes,No,5,1,111,1,,,3
40:44.2,Tejas Krishna,2023BTech428,Male,2024,Kotri,Rented Flat,0.0024849421715273934,0.664646695861876,462030,"['College Bus', 'Scooty']",30–45 mins,Alone,6:00 PM,10:00 AM,"['Thursday', 'Saturday', 'Wednesday', 'Tuesday', 'Friday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,Yes,5,1,1,Not Sure,No,4,1,44,2,,,1
23:34.3,Arjun Chaudhry,2023BTech269,Other,2025,Kotri,Rented Flat,0.05702952295517605,0.0341507588946115,466001,"['College Bus', 'Personal Car']",15–30 mins,Alone,10:05 AM,5:55 PM,"['Wednesday', 'Monday', 'Friday']",No,0,,0.0,0.0,,,,No,Yes,Yes,1,1,5,No,No,5,1,37,2,,,1
41:07.3,Ganga Sarraf,2023BTech437,Male,2025,Bhopal,PG,0.6033423573510959,0.6933278717820599,462030,"['Walking', 'Personal Car']",45 mins–1 hour,Alone,4:25 PM,2:45 PM,"['Wednesday', 'Monday', 'Friday', 'Thursday']",Yes,3,"H.No. 530
Bora Road
Uluberia 881847",0.9976508288855093,0.9953463591886783,Ullam aut nemo similique inventore cum error.,16-10-2024,07:13:48,Yes,Yes,No,2,1,4,Not Sure,Yes,2,1,152,1,,,4
59:14.5,Lajita Goyal,2024BTech634,Female,2024,Kotri,Hostel,0.3436648992407001,0.7253803508645262,462030,['Private Bus'],30–45 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Friday', 'Saturday', 'Monday', 'Wednesday', 'Thursday']",Yes,3,"H.No. 121, Srivastava
Sri Ganganagar 128462",0.9811581971988614,0.9938012875231621,Tenetur tempora veniam similique iste rerum.,22-11-2024,10:00:43,Not Sure,No,Yes,5,1,2,Not Sure,Yes,5,1,114,0,,,4
55:48.7,Pallavi Ghosh,2024BTech467,Male,2024,Sehore,PG,0.4721390125909011,0.11544755605618207,462030,['Private Bus'],45 mins–1 hour,With friends,2:50 PM,2:45 PM,"['Tuesday', 'Saturday', 'Monday', 'Thursday', 'Friday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,Yes,No,5,5,1,Not Sure,Yes,1,1,114,1,,,1
39:04.3,Harish Chokshi,2023BTech611,Male,2023,Bhopal,Rented Flat,0.7606766411431067,0.3149869384591568,466001,"['Monthly Cab', 'Walking', 'Personal Car']",45 mins–1 hour,Alone,1:15 PM,2:45 PM,"['Friday', 'Wednesday', 'Monday', 'Thursday']",Yes,3,"H.No. 65, Zachariah Circle, Panihati 789321",0.9887187777534566,0.9997966966823792,Modi molestiae tenetur commodi velit velit nemo dolore.,17-02-2024,20:10:29,Yes,Not Sure,Yes,1,1,4,No,Yes,1,1,63,2,,,4
05:37.0,Baljiwan Bahri,2021BTech927,Female,2025,Bhopal,Hostel,0.42592629673533366,0.10519509986406206,462030,"['Personal Car', 'Walking']",30–45 mins,With friends,10:05 AM,2:45 PM,"['Tuesday', 'Friday', 'Wednesday', 'Monday', 'Saturday', 'Thursday']",Yes,2,"88/75
Varma Marg
Rewa-830805",0.9942486250926595,0.9988675607788984,Incidunt dolorum odit inventore.,05-10-2024,11:37:59,Not Sure,Not Sure,Yes,1,1,5,No,Yes,3,1,88,0,,,3
55:36.3,Keya Chawla,2024BTech720,Other,2024,Sehore,PG,0.7386385480408748,0.0914870077324963,466001,"['Monthly Cab', 'Scooty', 'Private Bus']",45 mins–1 hour,With friends,11:40 AM,10:00 AM,"['Monday', 'Thursday', 'Saturday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,No,Yes,Yes,1,3,2,Yes,No,1,1,60,1,,,1
45:10.2,Arunima Badal,2024BTech877,Other,2025,Bhopal,Hostel,0.8297263960529264,0.854887385623698,466001,"['Personal Car', 'College Bus', 'Monthly Cab']",30–45 mins,With friends,2:50 PM,1:10 PM,"['Saturday', 'Thursday', 'Friday', 'Wednesday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,Yes,Yes,No,5,2,5,Yes,Yes,5,1,70,0,,,1
14:20.1,Wridesh Bhatt,2023BTech816,Female,2025,Sehore,PG,0.2097623586326165,0.46356924423776036,466001,"['Bike', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,Alone,8:30 AM,10:00 AM,"['Monday', 'Tuesday', 'Saturday']",Yes,2,"767
Din Road, Bokaro-080909",0.9814268818362586,0.9997091998686709,Necessitatibus nam iusto.,10-11-2024,23:57:12,Not Sure,Not Sure,No,4,4,2,No,No,1,1,6,1,,,3
39:30.8,Leela Srivastava,2021BTech106,Female,2024,Bhopal,Rented Flat,0.5941594848300369,0.09210544809820931,466001,['Walking'],30–45 mins,With friends,6:00 PM,10:00 AM,"['Friday', 'Tuesday', 'Wednesday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,Not Sure,Yes,4,4,2,No,Yes,1,1,162,2,,,1
40:13.6,Peter Radhakrishnan,2025BTech745,Other,2024,Kotri,PG,0.09489235254541484,0.9108903734135083,462030,['Private Bus'],45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Friday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday']",Yes,3,"H.No. 49, Dugal Circle
Pondicherry-573035",0.9817684726646684,0.999333780344288,Quibusdam veniam aut veniam est.,31-01-2024,23:00:11,Not Sure,Not Sure,Yes,1,5,5,Yes,Yes,1,1,114,1,,,4
46:08.2,Champak Kothari,2023BTech394,Other,2023,Sehore,Hostel,0.6961562489988111,0.7192059868239937,466001,"['Scooty', 'Personal Car']",30–45 mins,Alone,8:30 AM,2:45 PM,"['Wednesday', 'Tuesday', 'Friday']",Yes,2,"H.No. 104, Chokshi Street
Karawal Nagar 207966",0.9789190876196646,0.9965756242599594,Aperiam nam architecto aperiam ratione ullam.,22-01-2024,07:19:52,Yes,Not Sure,No,2,2,4,Not Sure,Yes,1,1,128,0,,,3
12:06.3,Advaith Choudhry,2024BTech336,Male,2024,Bhopal,Hostel,0.6672700477365154,0.015290335664531085,462030,"['Walking', 'College Bus', 'Monthly Cab']",15–30 mins,With friends,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Tuesday']",Yes,2,"05/906
Sathe Zila
Nagpur 099698",0.9938172315421038,0.9985929542032695,Ullam assumenda expedita perferendis aspernatur occaecati.,06-04-2024,16:20:53,Not Sure,No,No,1,2,4,No,No,4,1,140,0,,,3
51:46.7,Vincent Mane,2025BTech150,Female,2025,Sehore,Rented Flat,0.6476307948611151,0.7835378403178765,466001,['Bike'],45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Monday', 'Friday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday']",Yes,3,"89/89
Chatterjee Circle
Karawal Nagar-812711",0.986708047988021,0.9967061275447028,Vel explicabo iusto dignissimos ducimus nesciunt odit.,04-08-2024,19:32:10,Not Sure,No,No,1,3,2,Yes,No,1,1,24,2,,,4
26:47.3,Sanaya Pillay,2025BTech546,Female,2023,Kotri,PG,0.734083154454872,0.789678069662898,466001,"['Walking', 'Scooty']",15–30 mins,Alone,11:40 AM,7:30 PM,"['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,No,No,3,5,1,Yes,Yes,5,1,161,1,,,1
43:25.8,Ethan Raghavan,2020BTech737,Male,2024,Kotri,Rented Flat,0.6501237465158667,0.2852335315153596,462030,"['Personal Car', 'Monthly Cab', 'Bike']",30–45 mins,With friends,6:00 PM,10:00 AM,"['Monday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,1,5,4,Yes,Yes,4,1,74,2,,,1
49:22.6,Gautami Wason,2023BTech171,Male,2024,Sehore,Rented Flat,0.28779474898279034,0.6107078531886714,462030,"['Personal Car', 'Walking']",30–45 mins,With friends,6:00 PM,4:20 PM,"['Saturday', 'Friday', 'Tuesday']",No,0,,0.0,0.0,,,,No,No,Yes,3,3,1,Not Sure,No,3,1,88,2,,,1
12:00.8,Utkarsh Patil,2020BTech178,Female,2023,Kotri,PG,0.8196044116233594,0.03167900535513013,466001,['Private Bus'],15–30 mins,With friends,1:15 PM,7:30 PM,"['Saturday', 'Wednesday', 'Friday']",No,0,,0.0,0.0,,,,Yes,No,Yes,5,3,5,Yes,No,4,1,114,1,,,1
06:54.9,Jagrati Srivastava,2020BTech276,Other,2025,Bhopal,PG,0.25549650786530975,0.7829575504942454,462030,['Walking'],15–30 mins,Alone,10:05 AM,4:20 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday']",No,0,,0.0,0.0,,,,Yes,Yes,No,1,2,1,Yes,No,2,1,162,1,,,1
05:54.8,Shivani Patel,2021BTech495,Female,2024,Sehore,Hostel,0.19101015602473126,0.6172275800308,466001,"['Walking', 'Personal Car', 'Scooty']",45 mins–1 hour,With friends,1:15 PM,1:10 PM,"['Wednesday', 'Monday', 'Thursday', 'Tuesday', 'Friday', 'Saturday']",Yes,1,"61, Lall Ganj
Arrah-185721",0.9803972574504018,0.9974034439886521,Expedita possimus rem ducimus facere neque.,03-12-2024,19:37:48,Yes,Yes,Yes,1,4,2,Yes,Yes,3,1,151,0,,,2
41:16.2,Ayaan Garg,2020BTech321,Other,2025,Sehore,Hostel,0.7694410181655087,0.2391798035046122,466001,['Bike'],15–30 mins,Alone,6:00 PM,4:20 PM,"['Saturday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Yes,Yes,2,1,2,Yes,Yes,2,1,24,0,,,1
09:54.6,Arunima Krishnamurthy,2023BTech779,Other,2024,Kotri,PG,0.9218574792554364,0.6567555574296193,462030,"['College Bus', 'Walking', 'Private Bus']",30–45 mins,With friends,11:40 AM,11:35 AM,"['Wednesday', 'Thursday', 'Monday', 'Friday']",Yes,1,"67, Devi Path
Mumbai-473101",0.9953500490957014,0.9989799608296598,Autem quaerat ipsam.,15-03-2024,18:33:05,Yes,Not Sure,Yes,1,2,3,Not Sure,No,1,1,47,1,,,2
51:25.4,Wahab Chandra,2025BTech736,Female,2024,Sehore,Hostel,0.5028613878832502,0.2299875307965351,466001,['Bike'],45 mins–1 hour,With friends,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Friday']",Yes,2,"53/555
Majumdar Chowk
Bhiwandi 850250",0.9847102991847911,0.994784565386578,Tempore occaecati eum aut quis omnis.,15-04-2024,07:59:08,No,Not Sure,Yes,1,5,1,Not Sure,No,2,1,24,0,,,3
08:41.3,Christopher Dara,2021BTech369,Other,2025,Sehore,PG,0.6056891359369416,0.5195501448716584,466001,"['Personal Car', 'College Bus']",15–30 mins,With friends,11:40 AM,1:10 PM,"['Tuesday', 'Thursday', 'Saturday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,5,4,5,Not Sure,Yes,1,1,73,1,,,1
01:34.9,Aarini Balan,2024BTech854,Other,2024,Kotri,Rented Flat,0.044534729119270366,0.07717453069810176,462030,"['Walking', 'Monthly Cab', 'Private Bus']",15–30 mins,With friends,2:50 PM,5:55 PM,"['Saturday', 'Tuesday', 'Wednesday', 'Friday', 'Thursday']",No,0,,0.0,0.0,,,,No,No,Yes,1,5,2,Not Sure,Yes,5,1,146,2,,,1
45:13.3,Nimrat Mandal,2022BTech982,Male,2025,Kotri,Hostel,0.8047648415724211,0.682525244615249,462030,"['Walking', 'College Bus']",15–30 mins,With friends,11:40 AM,7:30 PM,"['Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday']",Yes,3,"03/45
Pant Chowk, Bally-586390",0.9969257251048446,0.9947647718292517,Error pariatur tempore explicabo vel.,13-04-2024,19:36:24,Yes,Not Sure,Yes,5,5,5,Not Sure,No,4,1,142,0,,,4
40:27.5,Nandini Hegde,2020BTech369,Male,2025,Bhopal,Hostel,0.26087287348219945,0.5476289438122706,462030,"['College Bus', 'Private Bus']",30–45 mins,With friends,6:00 PM,11:35 AM,"['Saturday', 'Wednesday', 'Thursday']",Yes,3,"H.No. 42, Dada Ganj, Nashik 714057",0.986437363005628,0.9942830683859019,Odit alias ducimus in architecto excepturi blanditiis.,25-08-2024,16:01:28,Yes,Yes,Yes,4,5,2,Not Sure,Yes,1,1,39,0,,,4
19:40.0,Avi Thakkar,2022BTech496,Female,2023,Bhopal,Rented Flat,0.6469960433152764,0.06148261038055125,466001,"['Walking', 'Bike', 'Monthly Cab']",15–30 mins,Alone,10:05 AM,10:00 AM,"['Friday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Thursday']",Yes,1,"55, Bandi Marg
Ambattur-732224",0.9861685506866353,0.9993394577662068,Odio vero ipsa et.,20-05-2024,17:12:13,Not Sure,Not Sure,No,4,5,5,No,No,2,1,136,2,,,2
49:53.0,Meghana Bail,2024BTech491,Male,2023,Kotri,Hostel,0.5071104187357776,0.8165099482558276,466001,['Monthly Cab'],30–45 mins,With friends,1:15 PM,11:35 AM,"['Friday', 'Monday', 'Wednesday']",Yes,2,"996
Bala Path, Ambattur-793239",0.9995155334662611,0.9998065418481157,Sapiente temporibus magnam vel sapiente dolorum.,05-01-2024,23:02:31,Yes,Yes,No,1,1,2,Yes,No,5,1,66,0,,,3
01:36.9,Ishaan Minhas,2024BTech321,Female,2024,Bhopal,Hostel,0.9556414795117405,0.2772399889965982,462030,['Scooty'],15–30 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Saturday', 'Thursday', 'Friday', 'Monday']",Yes,1,"H.No. 21
Chander Nagar
Ambarnath 465446",0.990433967185915,0.9943107716242194,Ipsum saepe quod numquam.,08-09-2024,03:15:59,Not Sure,Yes,No,5,3,4,No,Yes,3,1,135,0,,,2
